0, 2.14628e-05, -0.000675038, -0.000988376, -0.000950863, -0.000446064, -0.000122862, 0.000167909, 0.000139353, -0.000276796, -0.000164976, -5.74211e-05, -0.000403518, -0.000619352, -0.000311843, 0.00039137, 0.00112187, 0.00218343, 0.000916963, 0, 0
9.42855e-08, -0.0624302, -0.165827, -0.131872, -0.0943997, -0.0505863, -0.0146368, 0.00138696, -0.00327413, -0.0258025, -0.0139309, -0.00563977, -0.0308006, -0.049873, -0.0219402, 0.0272215, 0.0912912, 0.224067, 0.233079, 0.193022, 9.42855e-08
-1.71587e-09, 0.0374246, 0.102175, 0.0327721, 0.0302935, -0.00136542, -0.012066, -0.0325335, -0.0553649, -0.048103, -0.0205383, 0.0047718, 0.0280313, 0.0122131, 0.0101519, -0.00377644, -0.00780067, -0.0396615, 0.00541802, -0.093733, 1.71587e-09
-8.63165e-09, 0.00239702, -0.0412143, -0.0709498, -0.0168005, 0.0291565, -0.00583872, 0.0293998, 0.0713443, 0.0479584, 0.00958413, -0.00724785, 0.0143064, -0.0291423, -0.0638449, 0.0300087, 0.0425011, -0.0420163, -0.0239828, 0.0333753, -8.63165e-09
0.63331, 0.612481, 0.590092, 0.570337, 0.554044, 0.541011, 0.52422, 0.500225, 0.482711, 0.477946, 0.481545, 0.486119, 0.492377, 0.506754, 0.519694, 0.526704, 0.540627, 0.570056, 0.606659, 0.625331, 0.63331
0.186287, 0.167854, 0.13331, 0.117851, 0.0967623, 0.0747302, 0.0528463, 0.0316389, 0.00965184, -0.0108624, -0.0105945, -0.00979103, -0.0293805, -0.0517368, -0.0742363, -0.0970818, -0.120774, -0.143381, -0.191414, -0.216519, -0.186287
-0.040644, -0.0745261, -0.0279468, -0.0272938, -0.0334806, -0.0314997, -0.030912, -0.0425553, -0.0471248, -0.043458, -0.0519619, -0.0646968, -0.0708955, -0.0670929, -0.0685475, -0.0750383, -0.0867375, -0.0794713, -0.0393661, -0.0857277, -0.040644
-0.179831, -0.0378258, 0.19925, 0.141076, 0.0908055, 0.027641, -0.0274915, -0.0373004, -0.00459218, 0.0570189, 0.0299123, 0.011296, 0.0818225, 0.135781, 0.0970935, 0.028071, -0.0775963, -0.330809, -0.300491, -0.197091, 0.126392
-0.126392, -0.145957, 0.0805961, -0.046153, -0.0344152, -0.00704208, 0.0321748, 0.104897, 0.199496, 0.258074, -0.0351119, -0.318324, -0.267915, -0.164596, -0.118552, -0.0794984, -0.0391051, -0.0896261, 0.36352, 0.518204, 0.179831
0.0181207, 0.00950847, 0.0895633, 0.152229, 0.0415795, -0.0509317, 0.0178421, -0.0533926, -0.137864, -0.0932491, -0.0180558, 0.0141874, -0.0323221, 0.0540601, 0.121866, -0.067971, -0.0951329, 0.0740732, 0.0309291, -0.0803563, -0.05558
0.05558, -0.290711, -0.25219, -0.221849, -0.0383657, 0.0166393, 0.0982176, 0.160589, 0.226231, 0.282424, 0.101751, -0.0566129, -0.0429573, -0.0772754, -0.0892961, -0.0831966, -0.102288, -0.118989, 0.166839, 1.05853, -0.0181207
-0.22408, -0.0336536, 0.00621125, -0.169789, -0.192491, -0.294359, -0.352469, -0.363377, -0.384565, -0.378207, -0.338681, -0.288145, -0.227527, -0.293163, -0.349283, -0.394368, -0.442338, -0.673681, -0.732784, -0.827133, -0.643597
