1, 1.35603
2, 2.09579
3, 2.71518
4, 3.34467
5, 4.02462
6, 4.74611
7, 5.50292
8, 6.2923
9, 7.14165
10, 8.05311
11, 7.98419
12, 8.61655
13, 9.24867
14, 9.8491
15, 10.4233
16, 10.9711
17, 11.4982
18, 11.9986
19, 12.5068
20, 13.016
21, 13.5318
22, 14.0494
23, 14.5743
24, 15.1066
25, 15.6469
26, 16.1985
27, 16.7637
28, 17.3452
29, 17.9476
30, 18.5721
31, 19.2257
32, 19.9094
33, 20.6286
34, 21.3861
35, 22.1844
36, 23.025
37, 23.9092
38, 24.8329
39, 25.7955
40, 26.7928
41, 27.8251
42, 28.8891
43, 29.956
44, 31.0808
