408, 0.765099
409, 0.866859
410, 0.960347
411, 1.04911
412, 1.13577
413, 1.22173
414, 1.30788
415, 1.39464
416, 1.48214
417, 1.57033
418, 1.65903
419, 1.74803
420, 1.83718
421, 1.92589
422, 2.0141
423, 2.10153
424, 2.18808
425, 2.27422
426, 2.36357
427, 2.45641
428, 2.55281
429, 2.653
430, 2.75698
431, 2.86486
432, 2.97816
433, 3.0935
434, 3.21429
435, 3.33983
436, 3.47026
437, 3.60579
438, 3.75066
439, 3.89315
440, 4.05059
441, 4.20393
442, 4.3689
443, 4.54059
444, 4.71939
445, 4.90554
446, 5.0996
447, 5.30189
448, 5.51282
449, 5.73496
450, 5.97392
451, 6.22855
452, 6.50274
453, 6.79568
454, 7.10833
455, 7.44105
456, 7.79527
457, 8.17115
458, 8.56866
459, 8.98993
460, 9.43195
461, 9.90226
462, 10.3983
463, 10.9212
464, 11.4716
465, 12.0501
466, 12.6569
467, 13.2929
468, 13.9585
469, 14.6542
470, 15.3808
471, 16.1383
472, 16.9268
473, 17.7466
474, 18.5981
475, 19.4814
476, 20.3968
477, 21.3445
478, 22.3242
479, 23.3364
480, 24.3811
481, 25.4581
482, 26.5675
483, 27.7095
484, 28.8857
485, 30.092
486, 31.3287
487, 32.5992
488, 33.9015
489, 35.2378
