0.522301, 0.459208, 0.448035, 0.356877, 0.308002, 0.264437, 0.234714, 0.21859, 0.209935, 0.220445, 0.22472, 0.263383, 0.26117, 0.330095, 0.33069, 0.459994, 0.340263, 0.453555, 0.797948, 0.764439, 0.522301
0.0357853, 0.0291888, 0.0495348, 0.0314671, 0.0267564, 0.0203113, 0.015177, 0.0110029, 0.007063, 0.00391653, -3.80426e-05, -0.00598164, -0.0168793, -0.0295203, -0.0554558, -0.0991871, -0.217927, -0.203295, -0.08322, -0.311039, 0.0357853
-0.140674, -0.0601559, -0.0956351, 0.046197, 0.107013, 0.163117, 0.196606, 0.2089, 0.212105, 0.184255, 0.17492, 0.0988534, 0.112326, -0.0199583, 0.0139654, -0.288763, 0.0654376, -0.0484386, -0.740267, -0.612539, -0.140674
-0.0466628, 0.21217, 0.676277, 0.383347, 0.328329, 0.225522, 0.14746, 0.0941911, 0.0449653, 0.0485859, 0.0161759, 0.0522625, -0.0994028, 0.0234322, -0.208539, 0.0538703, -1.06636, -0.31258, 1.5919, 0.518439, 0.0145794
0.0145794, -0.11733, 0.311787, -0.250152, -0.395943, -0.573, -0.677332, -0.69539, -0.739914, -0.560127, -0.679265, -0.212658, -0.695963, 0.0242636, -0.470509, 0.815632, -0.932328, -0.587681, 2.94335, 2.75804, -0.0466628
1.42089, 0.617438, -0.257859, -0.141112, -0.251409, -0.246198, -0.21724, -0.16803, -0.0936334, -0.0243033, 0.0676706, 0.225139, 0.497654, 0.655906, 1.05651, 1.40424, 2.71939, 1.67866, -0.0645797, 1.82947, 0.52207
0.52207, -0.0540236, -1.73265, -0.989137, -1.08876, -0.964031, -0.863512, -0.84432, -0.609156, -0.871062, -0.191862, -1.02678, 0.799082, -0.516438, 1.24679, -1.04335, 2.97634, 2.81591, -4.74324, -4.61393, 1.42089
-6.27627, 2.83653, -3.44417, -1.13542, -1.35716, -0.861781, -0.664121, -0.17155, -0.287363, 0.798344, -0.603502, 2.48206, -2.74293, 5.58849, -6.29581, 11.3294, -19.487, 18.1918, -1.43617, 0.790082, -9.30948
-2.0111, 2.05591, -0.945099, -0.0168811, -0.204295, -0.128169, -0.135868, -0.0861784, -0.119627, -0.0564834, -0.144258, -0.19876, -0.367967, -0.27779, -1.13424, -0.779826, -5.6776, 8.54934, -2.4446, -9.61315, -3.26471
12.1387, -7.59793, 5.86623, 1.24675, 1.86273, 1.00309, 0.732913, -0.0731269, 0.275676, -1.64465, 1.21668, -4.90585, 5.9115, -11.2417, 14.5585, -26.6965, 49.2443, -39.9041, 6.38937, -1.966, 18.7923
-28.1817, 40.3949, -15.4473, 0.729569, -3.3747, -1.85167, -2.21604, -0.644132, -2.05471, 1.98505, -3.84359, 5.04134, -13.8033, 18.0079, -33.0758, 43.0674, -104.423, 113.774, -17.0839, -32.0573, -72.9321
-54.5787, 45.3267, -26.0427, -1.22333, -6.41058, -2.51275, -2.88647, 1.92867, -4.32861, 13.3845, -19.6845, 42.5522, -68.4328, 96.5264, -130.071, 173.394, -288.289, 211.922, -46.7562, 53.5866, -88.032
19.1758, -59.4517, 12.0987, -6.23077, 0.274865, -0.0482753, 1.62065, 1.08213, 2.97562, 0.915208, 4.04516, 4.70515, 10.3143, -2.29237, 24.5567, -9.76096, 72.2006, -111.914, 19.0107, 73.1379, 122.154
98.8208, -122.564, 44.7321, -10.3949, 5.92174, 0.132453, 5.10224, -4.16706, 16.3068, -29.5705, 64.5316, -105.149, 200.308, -247.277, 355.108, -418.07, 681.585, -469.153, 123.348, -157.713, 209.755
