1, 2.57566
2, 2.60645
3, 2.60645
4, 2.72768
5, 2.81219
6, 2.90942
7, 3.0173
8, 3.13405
9, 3.25801
10, 3.38765
11, 3.52177
12, 3.6592
13, 3.79891
14, 3.94009
15, 4.08198
16, 4.22383
17, 4.36517
18, 4.50649
19, 4.6539
20, 4.80738
21, 4.96718
22, 5.13338
23, 5.30609
24, 5.48548
25, 5.67166
26, 5.86478
27, 6.07944
28, 6.27263
29, 6.48772
30, 6.71048
31, 6.94118
32, 7.17992
33, 7.42706
34, 7.68281
35, 7.94718
36, 8.22085
37, 8.50376
38, 8.79643
39, 9.09905
40, 9.41198
41, 9.7356
42, 10.0701
43, 10.4161
44, 10.7737
45, 11.1437
46, 11.5262
47, 11.9218
48, 12.331
49, 12.7544
50, 13.1923
51, 13.6455
52, 14.1144
53, 14.5997
54, 15.1027
55, 15.6239
56, 16.1653
57, 16.7286
58, 17.3168
59, 17.931
60, 18.5731
61, 19.2449
62, 19.948
63, 20.6854
64, 21.4593
65, 22.287
66, 23.2723
67, 24.6008
68, 26.9374
69, 29.3098
70, 32.197
