490, 0.822602
491, 0.95798
492, 1.08509
493, 1.21528
494, 1.3544
495, 1.50304
496, 1.65987
497, 1.82336
498, 1.99204
499, 2.16456
500, 2.34186
501, 2.52328
502, 2.7085
503, 2.91911
504, 3.16476
505, 3.44199
506, 3.74609
507, 4.07413
508, 4.43761
509, 4.83569
510, 5.26551
511, 5.72362
512, 6.20598
513, 6.70807
514, 7.22592
515, 7.77107
516, 8.34371
517, 8.93636
518, 9.54166
519, 10.1524
520, 10.7634
521, 11.3766
522, 11.9995
523, 12.6599
524, 13.2454
525, 13.8571
526, 14.5005
527, 15.0419
528, 15.6096
529, 16.1536
530, 16.6706
531, 17.1589
532, 17.6205
533, 18.0634
534, 18.4906
535, 18.9086
536, 19.3276
537, 19.7604
538, 20.2235
539, 20.746
540, 21.3704
541, 22.1157
542, 23.0066
543, 24.0863
544, 25.3367
545, 26.6763
546, 28.0992
547, 29.6102
548, 31.2194
549, 32.9385
550, 34.7465
551, 36.6403
