1, 0.812
2, 1.28603
3, 1.80202
4, 2.33842
5, 2.88441
6, 3.4327
7, 3.97824
8, 4.51773
9, 5.0472
10, 5.56713
11, 6.07637
12, 6.57398
13, 7.05909
14, 7.53191
15, 7.99043
16, 8.43552
17, 8.86746
18, 9.28933
19, 9.71937
20, 10.1578
21, 10.6049
22, 11.0604
23, 11.5236
24, 11.9956
25, 12.4761
26, 12.9651
27, 13.4624
28, 13.9681
29, 14.4821
30, 15.0044
31, 15.5345
32, 16.0715
33, 16.616
34, 17.167
35, 17.7251
36, 18.29
37, 18.8617
38, 19.4401
39, 20.0252
40, 20.6188
41, 21.2235
42, 21.8375
43, 22.4627
44, 23.1527
45, 23.7435
46, 24.3981
47, 25.0613
48, 25.7324
49, 26.4112
50, 27.0976
51, 27.7918
52, 28.4935
53, 29.203
54, 29.9197
55, 30.6445
56, 31.3773
57, 32.1183
58, 32.8677
59, 33.6259
60, 34.3933
61, 35.17
