73, 2.17906
74, 2.2172
75, 2.27487
76, 2.34775
77, 2.43687
78, 2.53432
79, 2.64208
80, 2.76002
81, 2.88293
82, 3.01305
83, 3.14743
84, 3.28699
85, 3.42565
86, 3.55766
87, 3.70296
88, 3.84066
89, 3.98112
90, 4.11258
91, 4.25218
92, 4.42504
93, 4.60066
94, 4.81384
95, 5.10686
96, 5.42335
97, 5.80204
98, 6.14689
99, 6.5891
100, 7.0523
101, 7.56905
102, 8.03997
103, 8.57136
104, 9.07966
105, 9.65119
106, 10.2102
107, 10.7536
108, 11.3481
109, 12.5111
110, 14.6555
111, 17.5993
112, 20.563
113, 21.9533
114, 22.2653
115, 25.83
116, 30.4696
117, 34.5828
118, 40.6685
