1, 0.999982, 0.999982, 0.999966, 0.999933, 0.999902, 0.99987, 0.999839, 0.999809, 0.999768, 0.999739, 0.999723, 0.999732, 0.999733, 0.999766, 0.999792, 0.999863, 0.999898, 0.999941, 0.999894
0, 0.00310992, -0.00257896, -0.00571197, -0.00899599, -0.0107427, -0.0120551, -0.0127955, -0.0132369, -0.0141372, -0.01481, -0.0147639, -0.0142822, -0.0144884, -0.0137301, -0.0129531, -0.00983021, -0.0065002, 0.00108199, 0
0, -0.00471296, -0.00330226, -0.00110861, 0.000649229, 0.00207123, 0.00317633, 0.00400105, 0.00477766, 0.00498833, 0.00518378, 0.00435844, 0.00362113, 0.00220179, 0.00111929, -0.000435542, -0.00131552, -0.00254452, -0.00174542, 0
0, 0.00216608, 0.00436487, 0.00590277, 0.00724748, 0.00868742, 0.010178, 0.0119209, 0.0135979, 0.0154898, 0.0166137, 0.0177996, 0.0178623, 0.0178565, 0.0167003, 0.0157354, 0.0132685, 0.0124358, 0.010701, 0.0145571
0, 0.0100662, 0.0200456, 0.0296334, 0.0388793, 0.0478029, 0.0564545, 0.064874, 0.0730808, 0.0811474, 0.0891025, 0.0971645, 0.105191, 0.113277, 0.121394, 0.129699, 0.138122, 0.146944, 0.156038, 0.165964
0, 0.00400344, 0.00705395, 0.00989316, 0.0122621, 0.0142527, 0.015786, 0.016882, 0.0175302, 0.0177412, 0.0176833, 0.0176311, 0.0173157, 0.0165537, 0.0153753, 0.0137265, 0.0117219, 0.00922521, 0.00648864, 0.00241621
1.09849, 1.09862, 1.09851, 1.09829, 1.09812, 1.09786, 1.09757, 1.09724, 1.09684, 1.09644, 1.09575, 1.09507, 1.09408, 1.09313, 1.09203, 1.09097, 1.08972, 1.08849, 1.08728, 1.0872
-0.0304561, -0.0402589, -0.0315561, -0.0277715, -0.0232678, -0.0214757, -0.020129, -0.0195023, -0.0190675, -0.0173139, -0.0158601, -0.0158913, -0.0166817, -0.0157309, -0.0164291, -0.0167315, -0.0215027, -0.0260887, -0.038922, -0.0326815
0.0326815, 0.0194814, 0.0253425, 0.0242526, 0.0246757, 0.0232432, 0.0228653, 0.0231458, 0.0244133, 0.0278243, 0.0296208, 0.0265258, 0.0215852, 0.0199128, 0.0177592, 0.0189685, 0.016758, 0.0188628, 0.0112904, 0.0304561
-0.00703407, -0.0107741, -0.0151104, -0.0181628, -0.020823, -0.0236737, -0.0266343, -0.0301116, -0.0334813, -0.0372646, -0.039523, -0.041849, -0.041945, -0.0418841, -0.0395664, -0.0376349, -0.032748, -0.0311441, -0.027863, -0.0359829
-0.0202924, -0.0017568, 0.00524125, 0.00684135, 0.00991069, 0.0119789, 0.0160889, 0.0197197, 0.0256582, 0.0300164, 0.0346698, 0.0289917, 0.0239211, 0.0132956, 0.00733796, -0.00955024, -0.0183441, -0.050128, -0.0644298, -0.113717
0.402039, 0.387169, 0.391235, 0.394363, 0.396467, 0.396751, 0.396091, 0.394521, 0.392762, 0.390276, 0.388187, 0.383301, 0.378765, 0.373129, 0.36735, 0.360232, 0.352566, 0.343765, 0.335145, 0.331737
0.331737, 0.350458, 0.374156, 0.40561, 0.432518, 0.461712, 0.489404, 0.516893, 0.545796, 0.569546, 0.590727, 0.582828, 0.572754, 0.554047, 0.539198, 0.516602, 0.498847, 0.469191, 0.447421, 0.402039
-0.610301, -0.620936, -0.642229, -0.657823, -0.672658, -0.684721, -0.69574, -0.705633, -0.71497, -0.724911, -0.735813, -0.745886, -0.756729, -0.768471, -0.779113, -0.789483, -0.79686, -0.803627, -0.802936, -0.807532
-0.806895, -0.859908, -0.893154, -0.935976, -0.971601, -1.01122, -1.04785, -1.08325, -1.11809, -1.14278, -1.15657, -1.11961, -1.07329, -1.01396, -0.959223, -0.896097, -0.841225, -0.77522, -0.72294, -0.645296
0.83064, 0.841438, 0.863037, 0.878836, 0.893855, 0.90606, 0.917202, 0.927202, 0.936636, 0.946675, 0.957681, 0.967847, 0.978786, 0.990628, 1.00136, 1.01181, 1.01924, 1.02606, 1.02536, 1.02999
1.02935, 1.08272, 1.11615, 1.15919, 1.19498, 1.23475, 1.27151, 1.30703, 1.34196, 1.36672, 1.38054, 1.34349, 1.29704, 1.2375, 1.18254, 1.11911, 1.06392, 0.997432, 0.944684, 0.866145
-1.56419, -1.55909, -1.5608, -1.55986, -1.55872, -1.55641, -1.55376, -1.55077, -1.54767, -1.54496, -1.54263, -1.53956, -1.5366, -1.53387, -1.53027, -1.52626, -1.52029, -1.51396, -1.50373, -1.49698
-1.49513, -1.52228, -1.54816, -1.57851, -1.60537, -1.63284, -1.65874, -1.68345, -1.70874, -1.72881, -1.74527, -1.737, -1.72571, -1.70686, -1.6917, -1.66872, -1.65135, -1.62033, -1.6011, -1.5608
